income_declared,work_expense_claim,travel_expense_claim,education_expense,other_deductions,total_deductions,deduction_income_ratio,prior_year_income_delta,prior_year_deduction_delta,refund_requested,filing_method,industry_code,num_dependents,fraud_label
65200,3760,2110,1170,1490,8530,0.1308,-0.0353,0.1151,3860,self,hospitality,1,0
28000,5860,2730,1120,580,10290,0.3675,-0.0357,0.0757,2160,self,construction,0,0
45100,13100,9340,800,910,24150,0.5355,0.0173,-0.0633,8030,self,real_estate,0,1
49800,7740,2580,420,780,11520,0.2313,-0.0196,-0.0523,3880,self,construction,3,0
97900,7510,3470,930,1920,13830,0.1413,0.1618,0.0948,1800,self,hospitality,3,0
113800,30330,9560,450,160,40500,0.3559,0.2032,-0.0293,15370,self,real_estate,0,0
77600,17670,3010,3370,1000,25050,0.3228,0.1307,-0.0399,6260,tax_agent,manufacturing,3,0
84600,5620,410,4290,2280,12600,0.1489,0.0448,-0.0848,5780,tax_agent,hospitality,0,0
206400,20300,5960,6070,10230,42560,0.2062,0.1098,-0.1248,12830,self,hospitality,1,0
45600,7320,540,340,330,8530,0.1871,0.1552,-0.0166,2820,self,IT,2,0
69200,5130,1940,3770,3240,14080,0.2035,0.3217,-0.2132,3390,self,hospitality,2,0
56100,5140,240,60,1760,7200,0.1283,-0.0766,0.0453,1350,tax_agent,healthcare,0,0
37800,3360,200,2070,1680,7310,0.1934,-0.005,-0.1543,1670,tax_agent,finance,0,0
23600,3400,300,910,1100,5710,0.2419,0.0815,0.1632,1390,tax_agent,finance,0,0
146900,16310,4580,8000,4240,33130,0.2255,-0.022,-0.02,15210,tax_agent,hospitality,0,0
47300,4880,1300,490,10,6680,0.1412,0.1281,-0.02,1760,self,finance,3,0
62700,4600,130,2900,820,8450,0.1348,0.1599,-0.2602,1390,self,retail,0,0
91200,23380,1410,1780,3070,29640,0.325,0.155,0.1026,7430,tax_agent,IT,4,0
37400,8300,360,670,1300,10630,0.2842,0.2242,-0.088,1700,tax_agent,education,0,0
45500,5740,20,2170,140,8070,0.1774,0.1514,0.0467,4070,tax_agent,healthcare,2,0
71100,30750,1900,3210,1570,37430,0.5264,0.1735,1.0014,11030,tax_agent,finance,1,1
32644,3040,1110,1630,1130,6910,0.2117,0.3331,-0.0599,1650,tax_agent,retail,1,1
35700,6140,1310,1730,440,9620,0.2695,0.0912,-0.0622,1300,tax_agent,education,0,0
100500,8530,310,5160,780,14780,0.1471,0.1384,-0.1049,3590,self,retail,0,0
55800,5110,1870,1880,1810,10670,0.1912,0.0188,-0.0143,4010,tax_agent,retail,0,0
77600,6910,300,2910,860,10980,0.1415,0.0882,0.0765,6020,tax_agent,retail,0,0
74300,10170,2070,800,1350,14390,0.1937,-0.0587,0.0185,4160,tax_agent,retail,2,0
122700,28110,5050,3800,5900,42860,0.3493,0.139,0.0641,13760,self,transport,0,0
87400,13720,2200,3990,2290,22200,0.254,0.1007,-0.0095,5980,self,education,0,0
44800,6550,1460,2490,1800,12300,0.2746,0.1453,0.3334,2460,tax_agent,manufacturing,2,0
136400,21420,5490,7580,2220,36710,0.2691,-0.0596,-0.0244,16410,self,real_estate,0,0
55500,5790,15110,710,830,22440,0.4043,-0.0658,-0.0095,8720,self,finance,2,1
46000,3650,20,1730,180,5580,0.1213,-0.0197,0.2529,1630,self,retail,0,0
42400,5250,1320,1540,1440,9550,0.2252,0.04,-0.0689,1660,tax_agent,finance,1,0
19800,1840,710,360,480,3390,0.1712,0.1084,0.0534,840,tax_agent,hospitality,0,0
51500,13730,1150,2560,780,18220,0.3538,0.0613,0.0936,7200,self,IT,0,0
89600,8050,810,4110,350,13320,0.1487,0.1162,-0.1014,4990,tax_agent,hospitality,2,0
34000,3360,960,240,1570,6130,0.1803,-0.077,0.0845,1160,self,finance,1,0
184300,29000,1520,2480,8070,41070,0.2228,-0.0279,0.0479,19710,self,IT,1,0
21000,4750,350,600,460,6160,0.2933,0.1462,-0.0977,1160,self,education,0,0
46800,17510,4200,590,180,22480,0.4803,0.051,0.0748,5890,tax_agent,transport,0,0
31800,6240,150,1840,870,9100,0.2862,0.2398,-0.0089,1590,tax_agent,healthcare,2,0
119300,41420,7710,3860,3280,56270,0.4717,-0.0219,0.1969,14420,tax_agent,transport,1,0
103100,31130,8840,6030,1840,47840,0.464,-0.1012,0.0209,12700,self,real_estate,0,0
62200,7420,540,880,830,9670,0.1555,0.1253,-0.2252,2340,self,healthcare,0,0
32900,4340,280,1180,1430,7230,0.2198,-0.0403,-0.0798,880,tax_agent,IT,1,0
37200,10490,2020,1600,1360,15470,0.4159,0.0787,0.1091,2840,tax_agent,construction,0,0
82600,16690,6130,4010,3060,29890,0.3619,0.1272,-0.0468,8420,tax_agent,transport,0,0
49600,16470,3470,2390,2320,24650,0.497,-0.0198,0.4545,7180,self,construction,2,0
52900,7750,1430,720,400,10300,0.1947,0.1706,0.004,2080,tax_agent,manufacturing,0,0
69100,11470,2210,1690,480,15850,0.2294,0.0023,-0.0945,6560,tax_agent,healthcare,0,0
57400,14840,1570,2820,2530,21760,0.3791,0.0386,0.1099,5410,tax_agent,manufacturing,0,0
27500,2320,920,220,370,3830,0.1393,-0.1183,-0.0737,290,self,hospitality,1,0
34600,15690,190,1550,1210,18640,0.5387,-0.0208,1.1825,4140,self,IT,0,1
35100,3570,1370,210,640,5790,0.165,0.0488,0.0075,1250,self,hospitality,1,0
48300,4860,1260,1390,910,8420,0.1743,0.1389,-0.0736,3060,self,hospitality,0,0
75700,13020,1690,10,2180,16900,0.2232,-0.1885,-0.054,7200,tax_agent,manufacturing,1,0
74000,8720,710,2180,2020,13630,0.1842,0.0962,-0.0136,4570,self,education,3,0
138300,86670,4120,2600,4080,97470,0.7048,-0.0384,1.0205,33200,self,IT,0,1
33200,11130,2100,1000,1240,15470,0.466,0.1079,-0.0925,2630,tax_agent,construction,0,0
85200,10740,1270,2810,4120,18940,0.2223,-0.2576,0.0003,8140,self,IT,1,0
46700,9010,1540,1800,210,12560,0.269,-0.1269,-0.1278,4810,self,healthcare,0,0
213400,36370,3230,5950,5840,51390,0.2408,0.1263,0.1549,27860,self,IT,1,0
67900,16890,140,2430,1330,20790,0.3062,-0.0198,0.0519,8080,tax_agent,IT,0,0
52900,4850,840,200,2150,8040,0.152,-0.0841,0.0154,990,tax_agent,finance,4,0
83700,9810,2150,1260,1570,14790,0.1767,0.0404,0.2029,5370,tax_agent,finance,2,0
80200,14510,10600,160,2560,27830,0.347,0.1631,-0.0826,9900,self,transport,2,0
58400,5190,1420,1100,760,8470,0.145,0.1302,0.0245,1020,self,hospitality,1,0
99800,7750,3250,2120,500,13620,0.1365,0.0768,-0.0273,6640,self,finance,1,0
165200,31260,6480,2730,900,41370,0.2504,0.0547,-0.0808,18450,self,IT,3,0
119300,26550,2180,1240,5270,35240,0.2954,0.1284,0.244,11640,tax_agent,manufacturing,1,0
66300,8090,740,2050,620,11500,0.1735,0.0279,0.1742,3900,self,healthcare,3,0
191300,31400,150,9850,8110,49510,0.2588,0.0841,-0.0729,27300,tax_agent,healthcare,1,0
93900,19570,3060,2110,820,25560,0.2722,-0.0084,-0.0097,6770,self,construction,2,0
39400,5710,770,1750,1760,9990,0.2536,-0.0284,0.0194,2040,tax_agent,IT,0,0
74200,9310,2100,3760,3640,18810,0.2535,0.0035,0.092,7360,tax_agent,retail,1,0
63900,3600,370,660,990,5620,0.0879,0.1434,0.0889,70,self,hospitality,2,0
53500,10700,1230,2940,2330,17200,0.3215,0.098,0.0462,6820,self,IT,1,0
85600,10650,610,1500,2360,15120,0.1766,0.0345,0.0347,5980,tax_agent,retail,3,0
25600,5820,1210,1450,1190,9670,0.3777,0.0615,0.1364,1590,self,real_estate,0,0
173900,58390,7850,1730,7950,75920,0.4366,0.091,-0.0413,29880,self,transport,2,0
100800,12830,3730,3270,1330,21160,0.2099,0.0203,0.175,7480,tax_agent,education,0,0
26200,3440,160,270,1120,4990,0.1905,0.138,0.2131,550,self,retail,0,0
100200,9390,3430,3580,4320,20720,0.2068,0.2168,-0.0646,5670,self,retail,0,0
91900,16890,3110,2850,2770,25620,0.2788,0.1834,0.1086,7140,tax_agent,healthcare,4,0
161200,22030,2970,6980,6710,38690,0.24,0.0248,-0.2224,14710,tax_agent,healthcare,2,0
185800,34050,190,6210,5030,45480,0.2448,-0.0039,0.071,14900,self,manufacturing,0,0
203900,22080,3610,8160,1030,34880,0.1711,-0.0821,0.0884,12190,tax_agent,retail,0,0
61800,8340,850,3540,230,12960,0.2097,0.1858,-0.0277,2630,self,retail,1,0
96900,16940,11950,4500,4310,37700,0.3891,0.1057,0.0269,13800,tax_agent,transport,2,0
55300,14520,1650,1990,1980,20140,0.3642,0.0884,-0.0206,6800,tax_agent,IT,2,0
123300,33600,1430,6720,730,42480,0.3445,0.1329,0.012,15270,self,manufacturing,0,0
21900,1340,710,1030,940,4020,0.1836,-0.0649,0.0237,1000,tax_agent,hospitality,2,0
35700,3790,450,380,1620,6240,0.1748,0.0326,0.1636,860,self,finance,0,0
56700,5440,1200,2320,1180,10140,0.1788,0.1168,-0.0856,4150,self,retail,0,0
69700,10740,1310,3580,390,16020,0.2298,0.0416,-0.0511,3420,self,manufacturing,1,0
78800,15970,4340,670,2960,23940,0.3038,-0.0656,0.1907,5980,tax_agent,transport,2,0
145100,38410,4390,7690,5660,56150,0.387,0.012,-0.2009,24620,self,manufacturing,2,0
50400,6290,1930,2120,830,11170,0.2216,0.106,-0.054,2320,tax_agent,healthcare,0,0
35400,2340,1410,1970,1130,6850,0.1935,-0.0764,0.0218,1190,self,hospitality,1,0
58200,12520,480,3200,950,17150,0.2947,0.0671,-0.0628,7070,self,IT,2,0
51600,10550,680,1130,960,13320,0.2581,-0.0814,0.0184,4690,tax_agent,healthcare,2,0
97600,17200,1010,250,620,19080,0.1955,-0.0634,0.1068,7220,tax_agent,IT,0,0
166600,40240,16940,8230,7540,72950,0.4379,0.1073,0.1123,32050,tax_agent,transport,0,0
158500,40300,14920,1580,7320,64120,0.4045,0.1379,0.0942,17970,tax_agent,construction,0,0
131100,18580,1730,7090,3850,31250,0.2384,0.0135,-0.0131,15890,tax_agent,finance,0,0
52600,5210,360,1330,660,7560,0.1437,0.101,-0.2196,2140,tax_agent,hospitality,0,0
65900,7290,60,3010,640,11000,0.1669,-0.0902,0.1365,1730,tax_agent,education,0,0
90900,6650,420,1630,4030,12730,0.14,0.1041,-0.2499,2090,self,finance,0,0
47100,4430,670,1430,530,7060,0.1499,0.0671,0.2094,2490,self,finance,0,0
31004,3270,630,940,1310,6150,0.1984,0.0552,-0.1842,1010,self,retail,0,1
88500,24530,10830,70,2380,37810,0.4272,0.0661,-0.1782,11640,tax_agent,real_estate,0,0
34000,3240,340,1520,0,5100,0.15,-0.0448,0.0375,910,tax_agent,hospitality,1,0
53339,7790,1220,2190,1960,13160,0.2467,0.2183,0.0395,4490,tax_agent,healthcare,2,1
57700,13890,850,2870,1620,19230,0.3333,-0.0145,-0.0028,5030,tax_agent,manufacturing,0,0
96900,21150,8080,4430,4190,37850,0.3906,0.1246,0.0404,13280,tax_agent,real_estate,0,0
80700,10010,1540,3790,3100,18440,0.2285,-0.0166,0.1575,7370,tax_agent,education,1,0
143500,11220,4510,4490,6110,26330,0.1835,0.0863,-0.1714,5180,self,hospitality,2,0
22300,2710,290,1120,370,4490,0.2013,0.0488,0.0907,1170,self,healthcare,0,0
144000,17820,2100,7320,2560,29800,0.2069,0.0719,0.0031,6900,self,manufacturing,2,0
142300,31030,4440,6340,5700,47510,0.3339,0.0705,-0.0884,22800,tax_agent,IT,0,0
84000,10780,3200,4040,4090,22110,0.2632,0.0062,0.0345,6750,tax_agent,IT,1,0
95900,22580,10450,700,1670,35400,0.3691,0.0064,-0.0056,14460,self,construction,1,0
100000,24680,5870,1750,3020,35320,0.3532,-0.1386,0.2113,12350,tax_agent,real_estate,1,0
43900,10900,2900,2500,980,17280,0.3936,0.0458,-0.1378,2800,tax_agent,construction,0,0
74200,14890,490,120,3390,18890,0.2546,-0.1237,-0.027,5650,self,education,2,0
117500,23530,3620,2910,2070,32130,0.2734,0.1099,0.1858,8220,self,healthcare,0,0
26900,1940,30,330,910,3210,0.1193,-0.0453,0.1787,260,tax_agent,hospitality,0,0
93300,14500,2410,2220,3170,22300,0.239,-0.1346,0.0133,8480,tax_agent,healthcare,0,0
75500,11280,4060,2260,1330,18930,0.2507,0.093,-0.1137,8590,tax_agent,real_estate,1,0
101700,18960,170,4640,4570,28340,0.2787,0.139,-0.2488,7420,tax_agent,IT,1,0
35800,10620,3530,440,20,14610,0.4081,0.0627,0.0304,2680,self,construction,1,0
47800,11480,4410,1060,1310,18260,0.382,0.0203,0.0158,5850,self,construction,1,0
33400,9910,1210,1880,740,13740,0.4114,0.1528,-0.2308,3130,self,construction,1,0
33200,8560,160,1180,550,10450,0.3148,-0.0682,0.0647,1560,tax_agent,IT,1,0
113700,10360,1670,2950,3930,18910,0.1663,-0.0153,-0.0938,4530,self,hospitality,1,0
52100,5950,1900,1090,70,9010,0.1729,-0.005,-0.2022,2740,self,education,0,0
50000,3450,680,1770,1290,7190,0.1438,0.0332,-0.0603,2210,tax_agent,hospitality,4,0
131200,35620,11940,5210,2590,55360,0.422,0.0336,0.0089,22970,tax_agent,construction,0,0
59600,5580,1980,1780,510,9850,0.1653,-0.0162,0.1384,4590,tax_agent,hospitality,2,0
122300,32870,17130,2090,4510,56600,0.4628,0.1329,-0.0834,20670,tax_agent,real_estate,2,1
40400,3090,6400,480,560,10530,0.2606,-0.1157,0.0396,1380,self,hospitality,0,1
59500,16800,5800,2210,770,25580,0.4299,-0.0059,0.22,9050,tax_agent,transport,4,0
43800,2120,840,1300,560,4820,0.11,-0.0422,0.2084,1690,self,hospitality,0,0
97300,18410,8550,3140,2480,32580,0.3348,-0.0877,0.0298,11050,tax_agent,construction,0,0
64300,6870,1310,2430,2800,13410,0.2086,-0.0166,0.1304,6140,self,healthcare,4,0
68763,11130,110,3250,260,14750,0.2145,-0.1352,-0.1075,4800,self,healthcare,1,1
78300,13030,2370,2370,660,18430,0.2354,-0.0958,-0.0117,6850,tax_agent,finance,2,0
24700,4570,2450,460,950,8430,0.3413,-0.0751,0.0109,1670,tax_agent,transport,3,0
62300,11080,1740,3280,2180,18280,0.2934,0.0703,-0.0726,5940,self,IT,0,0
30900,3080,210,600,1330,5220,0.1689,-0.0822,-0.1044,1250,tax_agent,hospitality,2,0
87100,8550,2650,4150,120,15470,0.1776,0.01,-0.0475,3720,self,healthcare,0,0
97700,21980,6890,5160,3340,37370,0.3825,0.0693,0.194,11700,self,transport,0,0
103400,11900,2060,0,2410,16370,0.1583,-0.0165,0.0849,8340,tax_agent,healthcare,0,0
67300,13010,1590,3740,2900,21240,0.3156,0.0477,0.1708,8030,self,education,0,0
29300,9330,2000,1040,1290,13660,0.4662,0.1585,-0.1392,2810,self,transport,4,0
80800,18660,850,1330,3460,24300,0.3007,-0.0139,-0.0064,10210,self,manufacturing,1,0
90100,13410,2420,4050,4420,24300,0.2697,0.0632,-0.0905,6380,tax_agent,IT,2,0
65100,13970,8410,2440,1180,26000,0.3994,0.0732,0.1454,6420,self,construction,0,0
75500,14800,1640,2470,3710,22620,0.2996,0.3108,0.0101,9720,tax_agent,IT,0,0
25500,6190,3180,1510,790,11670,0.4576,-0.2608,0.0117,2600,self,construction,0,0
74700,12850,9020,3760,2830,28460,0.381,-0.099,0.0034,11450,self,real_estate,1,0
67800,18890,5810,590,20,25310,0.3733,0.1911,-0.059,7590,tax_agent,transport,0,0
20968,3310,80,930,210,4530,0.216,-0.0792,-0.1198,1040,tax_agent,healthcare,0,1
96300,29390,8410,3540,3850,45190,0.4693,-0.0482,0.1119,12020,self,construction,2,0
54900,6360,760,2830,2570,12520,0.2281,-0.0468,-0.0263,4480,self,healthcare,2,0
81700,14210,1060,320,2070,17660,0.2162,-0.0982,0.3408,8070,self,manufacturing,0,0
94200,7760,2020,5220,4050,19050,0.2022,0.2526,0.2558,5810,self,finance,0,0
86300,5440,1430,4890,2600,14360,0.1664,0.0965,0.072,6500,tax_agent,hospitality,0,0
15756,3100,580,560,340,4580,0.2907,-0.0427,-0.0133,1150,tax_agent,IT,0,1
58300,16100,970,2460,2090,21620,0.3708,-0.1001,-0.0839,8690,tax_agent,IT,1,0
232300,32310,8970,13000,3100,57380,0.247,0.1623,-0.1119,22150,self,healthcare,1,0
155100,21870,6080,8200,7340,43490,0.2804,0.0095,0.0825,19130,tax_agent,manufacturing,1,0
113900,7250,3990,4210,1620,17070,0.1499,0.0888,0.078,6200,tax_agent,retail,0,0
83700,15730,1480,370,2420,20000,0.2389,0.0259,-0.0449,9030,tax_agent,IT,0,0
41800,15290,3320,800,890,20300,0.4856,0.1152,-0.0987,4300,tax_agent,transport,0,0
65900,14820,1170,3720,3220,22930,0.348,0.0021,-0.1014,5450,tax_agent,IT,0,0
57100,15540,770,3180,2180,21670,0.3795,0.1279,0.2298,8870,self,manufacturing,2,0
68700,10520,1490,1730,720,14460,0.2105,0.1065,0.0695,6650,self,healthcare,0,0
32500,11530,3040,2320,1230,18120,0.5575,-0.0779,0.4511,3340,self,finance,0,1
121700,7730,1600,7290,3110,19730,0.1621,0.0308,0.1866,6260,self,retail,4,0
18000,2760,370,790,680,4600,0.2556,0.0552,-0.0116,670,self,finance,0,0
115400,69280,920,6280,5100,81580,0.7069,0.3075,0.9362,23600,tax_agent,healthcare,1,1
116600,24100,380,3260,1420,29160,0.2501,-0.0445,-0.0714,7810,self,healthcare,1,0
258900,59120,820,2060,7840,69840,0.2698,0.0404,-0.0092,38300,self,education,0,0
40517,3730,1030,2080,1350,8190,0.2021,-0.1221,0.1394,2140,self,retail,2,1
54100,4890,10,2750,2130,9780,0.1808,-0.0043,0.1965,3020,tax_agent,retail,2,0
76900,11570,1670,180,670,14090,0.1832,0.1425,0.0438,4520,tax_agent,IT,2,0
98000,13840,1350,170,510,15870,0.1619,0.0892,-0.1303,3800,tax_agent,IT,1,0
68500,9460,2020,2580,3130,17190,0.2509,0.0687,-0.1378,6630,tax_agent,retail,2,0
37600,5220,280,1610,190,7300,0.1941,0.209,-0.0392,1690,self,retail,1,0
97900,34260,2410,17180,4850,58700,0.5996,-0.051,-0.0277,16890,tax_agent,healthcare,0,1
72000,9830,2650,520,10,13010,0.1807,-0.1099,0.0478,2430,self,IT,1,0
41400,4750,600,1510,70,6930,0.1674,-0.1884,0.0335,1150,self,retail,1,0
29500,9880,3780,870,730,15260,0.5173,0.0504,0.236,2670,tax_agent,construction,3,0
279900,27410,3720,6260,6490,43880,0.1568,0.1436,-0.0967,8570,tax_agent,retail,2,0
113800,14360,1120,3500,3910,22890,0.2011,-0.1097,-0.0304,10690,tax_agent,finance,1,0
97900,20710,3270,3530,460,27970,0.2857,0.0815,0.0508,11000,tax_agent,education,1,0
67600,17750,40,3610,1680,23080,0.3414,0.0412,-0.0912,6030,tax_agent,IT,2,0
105200,21390,1780,3950,2830,29950,0.2847,-0.0283,-0.0364,13040,tax_agent,IT,2,0
40400,11430,5080,940,190,17640,0.4366,-0.0264,-0.1191,3130,tax_agent,transport,1,0
80300,15600,480,4650,2350,23080,0.2874,0.1666,-0.0191,7050,self,IT,0,0
82300,14910,3240,1410,2560,22120,0.2688,0.0053,0.2733,8200,tax_agent,IT,0,0
40900,3780,1140,1310,930,7160,0.1751,-0.014,0.1127,710,tax_agent,retail,4,0
68000,5250,1140,3000,120,9510,0.1399,0.1805,0.0964,4610,self,hospitality,2,0
57400,4620,860,2110,1030,8620,0.1502,0.108,0.0655,4290,tax_agent,finance,1,0
47300,4720,1820,1790,190,8520,0.1801,-0.0869,0.1167,1760,tax_agent,retail,0,0
53500,14500,420,1480,2560,18960,0.3544,-0.0516,0.1502,4810,tax_agent,IT,0,0
28200,2250,610,40,100,3000,0.1064,0.0322,0.13,560,self,retail,2,0
129200,21390,460,3980,770,26600,0.2059,0.0677,0.2144,9690,self,finance,1,0
170000,48970,10090,5030,6000,70090,0.4123,-0.0249,0.0775,25420,tax_agent,transport,2,0
43300,9300,5050,150,1610,16110,0.3721,-0.0361,-0.018,3470,tax_agent,real_estate,0,0
132600,63280,18120,3340,2100,86840,0.6549,0.0577,0.9744,30820,self,real_estate,1,1
70700,9630,1190,2260,110,13190,0.1866,0.157,0.0172,4500,self,finance,2,0
71600,11770,430,4170,570,16940,0.2366,0.0091,-0.0019,6760,self,finance,0,0
35300,2020,780,1190,110,4100,0.1161,0.0136,-0.093,910,tax_agent,hospitality,2,0
53000,5100,940,400,990,7430,0.1402,0.0019,-0.0998,3350,tax_agent,retail,0,0
96500,9300,3470,3620,1220,17610,0.1825,0.1392,-0.0035,8080,tax_agent,hospitality,2,0
42100,6620,60,990,1150,8820,0.2095,0.0616,-0.1001,1650,tax_agent,finance,3,0
47900,8450,1550,2340,560,12900,0.2693,0.0795,-0.1903,3930,tax_agent,healthcare,0,0
54400,15280,5970,1370,1470,24090,0.4428,0.1467,0.0359,8200,tax_agent,construction,1,0
18000,970,550,350,10,1880,0.1044,0.0306,0.0142,360,tax_agent,hospitality,0,0
86200,21900,6950,900,4250,34000,0.3944,0.066,-0.0086,8860,self,construction,0,0
102200,19190,980,5540,1840,27550,0.2696,-0.0909,-0.1085,7430,self,education,0,0
88000,8950,2360,5120,1670,18100,0.2057,0.1501,0.0157,8320,self,retail,0,0
120900,11670,1970,6850,2940,23430,0.1938,0.0588,0.1286,4950,tax_agent,healthcare,0,0
56400,6520,1050,550,320,8440,0.1496,0.1571,0.0793,4340,tax_agent,retail,0,0
195000,73300,26510,930,1740,102480,0.5255,-0.0451,-0.1213,50850,tax_agent,transport,0,1
45200,9120,5210,410,1240,15980,0.3535,0.0548,-0.1508,4080,tax_agent,construction,2,0
63600,5980,1190,3320,1610,12100,0.1903,-0.0424,-0.1586,3070,tax_agent,hospitality,0,0
60300,6270,250,1540,2730,10790,0.1789,-0.143,0.0947,2230,tax_agent,hospitality,1,0
79800,11000,1840,1200,3850,17890,0.2242,0.0072,-0.1158,7500,tax_agent,retail,0,0
63100,8640,430,1670,340,11080,0.1756,0.0316,0.0814,5520,tax_agent,healthcare,1,0
68000,14810,2050,3600,2170,22630,0.3328,-0.003,0.1654,5930,tax_agent,IT,1,0
49600,7990,400,1270,1580,11240,0.2266,0.1155,-0.0643,2090,tax_agent,healthcare,0,0
56600,6510,1590,760,1270,10130,0.179,-0.0069,0.0406,5070,self,retail,0,0
21100,3900,110,570,790,5370,0.2545,-0.0381,-0.0478,770,self,manufacturing,2,0
111900,25100,3540,4840,3430,36910,0.3298,0.0684,-0.1086,11590,self,manufacturing,1,0
41000,3220,150,1760,1360,6490,0.1583,0.1349,-0.044,1940,tax_agent,hospitality,1,0
55000,5500,2180,3160,910,11750,0.2136,0.1144,-0.0274,3460,tax_agent,retail,1,0
40200,9180,2990,330,40,12540,0.3119,-0.0737,0.0612,2370,tax_agent,transport,0,0
98500,19040,5400,1830,2000,28270,0.287,0.002,-0.0625,8350,self,transport,0,0
53400,7300,2130,210,290,9930,0.186,0.0514,-0.0024,1570,tax_agent,retail,1,0
18800,4960,510,80,150,5700,0.3032,0.0828,-0.0174,1150,self,IT,1,0
84000,15360,11690,4560,2060,33670,0.4008,-0.0525,0.0281,10030,tax_agent,construction,2,0
47700,9870,220,1850,80,12020,0.252,0.0767,0.012,3260,tax_agent,healthcare,0,0
71100,7250,260,4080,3230,14820,0.2084,0.1374,0.111,3700,self,finance,1,0
113800,18290,2480,3310,1670,25750,0.2263,0.0674,-0.0107,7720,tax_agent,healthcare,1,0
41800,12870,6050,4720,1130,24770,0.5926,0.0192,0.7522,5070,self,healthcare,1,1
70000,28890,9440,6300,1070,45700,0.6529,0.0559,0.8469,15990,self,hospitality,4,1
47100,12510,670,1500,340,15020,0.3189,-0.0003,-0.1445,5200,self,manufacturing,2,0
123900,20070,250,7040,2730,30090,0.2429,0.1121,0.1101,9910,tax_agent,IT,0,0
75200,5960,2810,1980,3690,14440,0.192,0.1279,0.0417,3250,self,hospitality,2,0
71100,15620,1770,3860,130,21380,0.3007,0.0584,-0.1396,5570,self,manufacturing,1,0
36400,7460,1110,1350,860,10780,0.2962,0.0628,0.326,1570,self,healthcare,2,0
108800,10250,2530,1780,4430,18990,0.1745,-0.1582,-0.0257,6310,self,finance,0,0
116600,11530,2280,4970,1230,20010,0.1716,0.0001,-0.0838,8790,tax_agent,retail,2,0
47200,17630,5430,3640,1320,28020,0.5936,0.1644,0.4967,9200,tax_agent,construction,0,1
78400,25730,7650,3650,3850,40880,0.5214,-0.0195,-0.0478,12700,self,transport,0,0
99500,8340,1350,3170,3650,16510,0.1659,0.015,0.0293,2690,tax_agent,retail,0,0
243800,31320,5650,12520,7820,57310,0.2351,0.025,-0.1368,23410,self,finance,4,0
89300,11050,90,5100,490,16730,0.1873,0.013,0.1376,6720,self,healthcare,1,0
72000,13170,2630,1190,1480,18470,0.2565,0.1098,0.0034,8000,self,healthcare,1,0
66100,16350,4710,3350,3300,27710,0.4192,0.0633,0.059,10610,tax_agent,real_estate,1,0
68300,13640,4080,3940,2480,24140,0.3534,0.0221,-0.0509,6190,self,construction,0,0
109800,26830,4210,1820,650,33510,0.3052,-0.069,0.0899,7370,tax_agent,education,2,0
44300,10080,1160,1890,1750,14880,0.3359,0.0132,0.109,2880,tax_agent,education,2,0
120300,19510,1950,6180,3490,31130,0.2588,0.1188,-0.0439,10010,self,finance,0,0
30800,6700,570,950,640,8860,0.2877,0.1973,0.0112,2080,tax_agent,IT,1,0
103900,17450,1820,1220,5020,25510,0.2455,-0.054,0.1039,8630,self,finance,0,0
121100,22740,6590,6480,1240,37050,0.3059,-0.1253,0.1343,11410,tax_agent,construction,0,0
112200,12710,3330,3760,4670,24470,0.2181,0.0353,0.0232,5480,self,education,0,0
83500,8200,1140,700,4060,14100,0.1689,0.1175,0.0002,6620,tax_agent,hospitality,0,0
89500,19110,2700,3750,1520,27080,0.3026,0.1808,0.121,8900,self,IT,2,0
